logFC	p-value	q-value	SYMBOL
-0.03	0.75	0.91	GPATCH1
0.03	0.75	0.91	SMN2
0.15	0.75	0.91	PPP1R3F
-0.04	0.75	0.91	PTPDC1
0.05	0.76	0.91	HNRNPH3
0.08	0.76	0.91	SNAPC5
0.06	0.76	0.91	TECPR2
0.03	0.76	0.91	S100A8
-0.07	0.76	0.91	MYCL
-0.06	0.76	0.91	CCDC88A
0.05	0.76	0.91	TMEM86A
-0.05	0.76	0.91	snoU83B
0.03	0.76	0.91	GRWD1
0.02	0.76	0.91	KLF12
0.02	0.76	0.91	KANSL1L
-0.04	0.76	0.91	SNORD98
-0.05	0.76	0.91	RTP4
-0.02	0.76	0.91	SAP30
0.05	0.76	0.91	NA
0.02	0.76	0.91	FEZ2
0.17	0.76	0.91	RBM5
-0.05	0.76	0.91	EEFSEC
0.05	0.76	0.91	LOC514243
0.04	0.76	0.91	SS18
0.06	0.76	0.91	DAP
-0.03	0.76	0.91	CD72
0.06	0.76	0.91	GARS
0.04	0.76	0.91	HS3ST5
-0.11	0.76	0.91	TERF2
0.05	0.76	0.91	TMED6
0.04	0.76	0.91	BOLA-DMB
-0.05	0.76	0.91	KCTD6
-0.02	0.76	0.91	PTPRM
0.02	0.76	0.91	NA
-0.03	0.76	0.91	SIPA1L3
0.11	0.76	0.91	OSGEPL1
0.03	0.76	0.91	ADIRF
0.05	0.76	0.91	FAM25A
-0.06	0.76	0.91	MAPT
-0.06	0.76	0.91	DNAJA4
-0.1	0.76	0.91	RNF40
-0.02	0.76	0.91	CAMSAP3
-0.02	0.76	0.91	TNFAIP6
-0.05	0.76	0.91	MRPL57
-0.04	0.76	0.91	DNAAF5
-0.05	0.76	0.91	DBNDD1
0.08	0.76	0.91	NUDT7
-0.03	0.76	0.91	FER1L5
0.03	0.76	0.91	GIMAP7
0.11	0.76	0.91	NA
0.11	0.76	0.91	NMNAT3
0.17	0.76	0.91	SYNJ2BP
-0.05	0.76	0.91	DACT2
0.03	0.76	0.91	NA
0.08	0.76	0.91	BLZF1
0.1	0.76	0.91	EFNA2
0.03	0.76	0.91	RAB20
0.03	0.76	0.91	UBA1
0.03	0.76	0.91	CDK16
-0.02	0.76	0.91	GPC6
0.07	0.76	0.91	PCDH19
0.07	0.76	0.91	WDR59
0.05	0.76	0.91	DHX37
0.07	0.76	0.91	CCDC150
0.02	0.76	0.91	ZNF41
0.16	0.76	0.91	ITGA8
0.07	0.76	0.91	LOC613546
-0.03	0.76	0.91	TIFAB
0.04	0.76	0.91	IKZF3
-0.07	0.76	0.91	CASKIN2
0.02	0.76	0.91	ALX3
0.02	0.76	0.91	NA
-0.11	0.76	0.91	BBOF1
0.09	0.76	0.91	ALCAM
-0.02	0.76	0.91	ASNS
-0.02	0.76	0.91	ATP6AP2
-0.04	0.76	0.91	NA
-0.04	0.76	0.91	KREMEN1
0.07	0.76	0.91	MICU2
-0.04	0.76	0.91	DCHS2
0.12	0.76	0.91	TMEM45B
0.07	0.76	0.91	LOC104968820
-0.04	0.76	0.91	QTRT1
0.08	0.76	0.91	AGGF1
-0.07	0.76	0.91	NA
-0.06	0.76	0.91	CRYBG3
0.05	0.76	0.91	NA
0.08	0.76	0.91	TRPM4
0.03	0.76	0.91	ZNF771
0.04	0.76	0.91	NPHP1
-0.05	0.76	0.91	LINC00116
0.02	0.76	0.91	FAM101A
-0.18	0.76	0.91	LYPD6
0.12	0.76	0.91	WNT10B
0.08	0.76	0.91	LAP3
-0.02	0.76	0.91	GCDH
-0.02	0.76	0.91	IBTK
-0.05	0.76	0.91	DCPS
-0.05	0.76	0.91	ST3GAL4
0.15	0.76	0.91	AMN1
0.04	0.76	0.91	LOC613822
0.03	0.76	0.91	PDS5A
0.03	0.76	0.91	TMEM97
0.03	0.76	0.91	NA
0.12	0.76	0.91	DCUN1D1
0.09	0.76	0.91	COPG1
0.15	0.76	0.91	GALNT18
-0.03	0.76	0.91	NAP1L3
0.03	0.76	0.91	AKAP8
0.04	0.76	0.91	AKAP8L
0.03	0.76	0.91	PRKRA
0.03	0.76	0.91	ITGB2
-0.05	0.76	0.91	ZFYVE16
-0.09	0.76	0.91	LRRN3
-0.03	0.76	0.91	NA
-0.05	0.76	0.91	ADPGK
-0.14	0.76	0.91	LOC100335364
-0.03	0.76	0.91	NA
0.04	0.76	0.91	KCNK5
-0.07	0.76	0.91	CORO2A
-0.1	0.76	0.91	NA
-0.03	0.76	0.91	BARX2
-0.03	0.76	0.91	UHRF2
0.04	0.76	0.91	MIB1
0.06	0.76	0.91	MYBPHL
-0.03	0.76	0.91	NA
0.11	0.77	0.91	SOSTDC1
0.1	0.77	0.91	MLYCD
0.03	0.77	0.91	TMEM210
0.05	0.77	0.91	LRRC26
-0.04	0.77	0.91	GIMAP7
0.12	0.77	0.91	NA
0.06	0.77	0.91	TAGAP
0.08	0.77	0.91	AJUBA
0.15	0.77	0.91	NA
-0.03	0.77	0.91	GPR171
-0.05	0.77	0.91	PIR
-0.1	0.77	0.91	IGSF5
0.07	0.77	0.91	ASH1L
-0.06	0.77	0.91	AKAP2
0.04	0.77	0.91	PALM2
0.08	0.77	0.91	ISM2
0.08	0.77	0.91	OSBPL7
0.06	0.77	0.91	MRPL10
-0.03	0.77	0.91	C16H1orf115
-0.04	0.77	0.91	ELFN1
0.04	0.77	0.91	HHEX
-0.04	0.77	0.91	NA
0.06	0.77	0.91	TBL3
0.05	0.77	0.91	RPS14
-0.09	0.77	0.91	CD74
-0.03	0.77	0.91	FERMT3
0.04	0.77	0.91	SRSF11
0.04	0.77	0.91	SNAP47
-0.1	0.77	0.91	PTGER2
0.03	0.77	0.91	SHISA3
0.03	0.77	0.91	PRKAA1
0.04	0.77	0.91	P2RY2
-0.14	0.77	0.91	TCN2
0.04	0.77	0.91	MSANTD4
-0.04	0.77	0.91	EMC6
-0.02	0.77	0.91	TMEM61
0.04	0.77	0.91	R3HDM2
0.04	0.77	0.91	LOC512548
-0.05	0.77	0.91	BAMBI
0.03	0.77	0.91	DNAJB9
0.02	0.77	0.91	CDKAL1
0.1	0.77	0.91	GNB5
-0.2	0.77	0.91	PLS1
-0.03	0.77	0.91	RAD23A
0.09	0.77	0.91	MTIF3
0.05	0.77	0.91	TRIM52
0.02	0.77	0.91	RACK1
-0.05	0.77	0.91	ATAD1
-0.07	0.77	0.91	NMRAL1
0.01	0.77	0.91	TFG
-0.15	0.77	0.91	C19orf44
0.07	0.77	0.91	EID1
-0.08	0.77	0.91	PRR7
-0.02	0.77	0.91	SNAP23
0.05	0.77	0.91	NXT2
-0.1	0.77	0.91	CIAPIN1
-0.02	0.77	0.91	FAM208A
0.03	0.77	0.91	C3H1orf122
-0.03	0.77	0.91	VPS25
-0.03	0.77	0.91	SSH3
-0.02	0.77	0.91	ANKRD13D
-0.02	0.77	0.91	CEP112
0.03	0.77	0.91	ACR
0.05	0.77	0.91	TSEN54
0.03	0.77	0.91	MON2
0.08	0.77	0.91	SETMAR
0.04	0.77	0.91	MACROD2
0.04	0.77	0.91	ABCC6
0.02	0.77	0.91	NA
0.03	0.77	0.91	BFSP2
0.02	0.77	0.91	AGPAT1
-0.02	0.77	0.91	VIM
-0.03	0.77	0.91	LARS
-0.03	0.77	0.91	SYT17
-0.03	0.77	0.91	MDC1
0.11	0.77	0.91	NRM
0.03	0.77	0.91	NAPSA
0.03	0.77	0.91	GPX7
-0.03	0.77	0.91	EMC8
0.1	0.77	0.91	TTC3
-0.09	0.77	0.91	UTP23
0.07	0.77	0.91	UBLCP1
0.07	0.77	0.91	VNN1
0.07	0.77	0.91	ARC
-0.06	0.77	0.91	SARS
0.03	0.77	0.91	TMEM129
-0.13	0.77	0.91	CDH5
0.02	0.77	0.91	KIF13B
0.02	0.77	0.91	C9H6orf163
0.06	0.77	0.91	SMIM8
0.08	0.77	0.91	TBC1D9B
-0.03	0.77	0.91	RGMB
0.03	0.77	0.91	WDR34
0.03	0.77	0.91	MLLT3
0.02	0.77	0.91	ADAM22
-0.11	0.77	0.91	CCDC77
0.12	0.77	0.91	KLHDC10
-0.04	0.77	0.91	FDXR
-0.03	0.77	0.91	FOXN2
-0.07	0.77	0.91	ZNF165
0.04	0.77	0.91	DNAH7
-0.03	0.77	0.91	SNORD111
-0.03	0.77	0.91	ARSK
-0.05	0.77	0.91	CFAP69
0.04	0.77	0.91	ZNF699
-0.03	0.77	0.91	ZNF207
0.05	0.77	0.91	NA
-0.1	0.77	0.91	NA
-0.03	0.77	0.91	TMEM126A
0.02	0.77	0.91	LOC101906178
0.02	0.77	0.91	NA
-0.04	0.77	0.91	LOC516442
-0.04	0.77	0.91	RBM39
0.07	0.77	0.91	TOX2
-0.09	0.77	0.91	AGL
0.04	0.77	0.91	SLC7A6
-0.07	0.77	0.91	SLC39A9
0.08	0.77	0.91	MAK
0.03	0.77	0.91	NT5C3A
-0.04	0.77	0.91	CCDC73
-0.13	0.77	0.91	BORCS7
-0.04	0.77	0.91	NA
0.03	0.77	0.91	STX17
-0.04	0.77	0.91	USP47
-0.13	0.77	0.91	NA
-0.02	0.77	0.91	ETV2
0.09	0.77	0.91	ING5
-0.04	0.77	0.91	MAP3K14
-0.03	0.77	0.91	CTAGE5
0.04	0.77	0.91	TMEM266
0.13	0.78	0.91	AK7
-0.04	0.78	0.91	ERO1B
-0.09	0.78	0.91	TMEM38B
-0.03	0.78	0.91	SBF1
-0.04	0.78	0.91	USP27X
-0.02	0.78	0.91	RBM6
0.03	0.78	0.91	MAVS
-0.04	0.78	0.91	RNF111
0.04	0.78	0.91	NA
0.02	0.78	0.91	GPR39
0.05	0.78	0.91	P3H4
0.06	0.78	0.91	CCDC138
0.11	0.78	0.91	ADAT2
0.06	0.78	0.91	TBC1D14
-0.03	0.78	0.91	SF1
0.04	0.78	0.91	MAP4K2
-0.02	0.78	0.91	TTC7B
-0.04	0.78	0.91	FAF2
0.02	0.78	0.91	KIAA0226L
-0.03	0.78	0.91	SLC30A2
-0.02	0.78	0.91	MRPL24
-0.04	0.78	0.91	HDGF
-0.08	0.78	0.91	NA
0.07	0.78	0.91	CWF19L1
-0.04	0.78	0.91	ZBTB6
0.03	0.78	0.91	PEX11B
0.05	0.78	0.91	ITGA10
-0.02	0.78	0.91	PAEP
-0.02	0.78	0.91	MIR4657
0.03	0.78	0.91	SMC6
0.02	0.78	0.92	SNORD107
-0.05	0.78	0.92	GPAT3
0.3	0.78	0.92	DUSP7
0.03	0.78	0.92	KANK1
0.03	0.78	0.92	COL4A3BP
-0.07	0.78	0.92	MAGED1
0.02	0.78	0.92	MMP16
0.03	0.78	0.92	ANKLE1
-0.02	0.78	0.92	TSR1
-0.02	0.78	0.92	ART3
-0.43	0.78	0.92	GPR156
0.08	0.78	0.92	ENTPD4
-0.04	0.78	0.92	HLA-DMA
-0.08	0.78	0.92	SMIM13
-0.06	0.78	0.92	PRELID3B
0.03	0.78	0.92	PPIA
0.03	0.78	0.92	SMC5
0.03	0.78	0.92	FBRS
0.04	0.78	0.92	COX6A1
0.1	0.78	0.92	CDPF1
-0.05	0.78	0.92	TMEM54
0.03	0.78	0.92	TET3
-0.12	0.78	0.92	TNS3
0.06	0.78	0.92	NA
-0.04	0.78	0.92	RBBP4
-0.04	0.78	0.92	PTPRE
0.03	0.78	0.92	HEPHL1
-0.03	0.78	0.92	DCUN1D4
-0.04	0.78	0.92	PDE6D
-0.03	0.78	0.92	snoZ17
-0.02	0.78	0.92	NA
-0.03	0.78	0.92	CS
-0.02	0.78	0.92	CNPY2
0.1	0.78	0.92	HPN
0.03	0.78	0.92	FAR2
-0.04	0.78	0.92	LOC506408
0.03	0.78	0.92	SPATA18
0.02	0.78	0.92	RIPK3
-0.03	0.78	0.92	ADCY4
0.19	0.78	0.92	PRPS1
0.02	0.78	0.92	FAM206A
0.02	0.78	0.92	SLC17A9
0.05	0.78	0.92	SMIM1
-0.04	0.78	0.92	SMIM3
-0.03	0.78	0.92	TINAGL1
-0.03	0.78	0.92	MTMR6
-0.09	0.78	0.92	UBE2Q2
0.05	0.78	0.92	KBTBD3
-0.02	0.78	0.92	LOC100140907
-0.17	0.78	0.92	GP2
-0.04	0.78	0.92	FAM167B
-0.04	0.78	0.92	RBM12
-0.03	0.78	0.92	CPNE1
0.02	0.78	0.92	OOSP1
0.07	0.78	0.92	SH3RF2
-0.06	0.78	0.92	GRIP2
0.04	0.78	0.92	LOC100300850
0.05	0.78	0.92	DPH2
0.02	0.78	0.92	GCN1
-0.06	0.78	0.92	DFNB59
-0.03	0.78	0.92	IZUMO2
0.03	0.78	0.92	LOC510913
0.22	0.78	0.92	FASTK
-0.09	0.78	0.92	LATS1
0.01	0.78	0.92	MEF2C
0.01	0.78	0.92	SULF2
0.12	0.78	0.92	PPP1CC
-0.08	0.78	0.92	CCDC173
-0.07	0.78	0.92	SNORA48
-0.13	0.78	0.92	NA
0.02	0.78	0.92	NA
0.03	0.78	0.92	RERGL
-0.07	0.78	0.92	KCNMB3
0.07	0.78	0.92	RAB27B
-0.12	0.78	0.92	ASAP1
-0.03	0.78	0.92	DDX25
-0.03	0.78	0.92	SLC13A5
0.03	0.78	0.92	ZNF746
0.11	0.78	0.92	ESYT3
0.02	0.78	0.92	CPSF7
0.09	0.78	0.92	LETMD1
0.06	0.78	0.92	NA
0.03	0.78	0.92	ASNSD1
-0.11	0.78	0.92	ASH2L
0.09	0.78	0.92	P4HB
0.15	0.78	0.92	NA
0.05	0.78	0.92	PDE6A
0.03	0.78	0.92	BCL6B
0.08	0.78	0.92	SLC16A13
0.1	0.78	0.92	FGD3
0.04	0.78	0.92	SLFNL1
0.08	0.79	0.92	NKAP
0.01	0.79	0.92	RBMX2
-0.02	0.79	0.92	SEMA4C
0.08	0.79	0.92	CYP27A1
-0.02	0.79	0.92	CUL3
-0.01	0.79	0.92	TEX10
-0.05	0.79	0.92	ZBTB32
-0.07	0.79	0.92	CHRNA3
-0.07	0.79	0.92	AXL
-0.05	0.79	0.92	TNFSF9
-0.05	0.79	0.92	LRRC8D
-0.03	0.79	0.92	RAB15
-0.07	0.79	0.92	CHCHD7
-0.02	0.79	0.92	USP53
-0.02	0.79	0.92	ZNF354A
0.04	0.79	0.92	RBM38
-0.03	0.79	0.92	TDRD9
0.02	0.79	0.92	OCRL
0.03	0.79	0.92	NF1
-0.04	0.79	0.92	PTPN7
-0.06	0.79	0.92	SAR1B
-0.03	0.79	0.92	NA
0.05	0.79	0.92	GAB3
0.03	0.79	0.92	PTRHD1
-0.07	0.79	0.92	CBFA2T3
-0.04	0.79	0.92	MOSPD3
-0.03	0.79	0.92	RNF121
0.02	0.79	0.92	IL18BP
0.03	0.79	0.92	IFNG
0.12	0.79	0.92	VPS8
-0.03	0.79	0.92	TGFBR2
-0.04	0.79	0.92	NA
0.04	0.79	0.92	PTPRB
-0.04	0.79	0.92	GOLGA3
-0.19	0.79	0.92	NMT2
0.03	0.79	0.92	UBQLN1
0.04	0.79	0.92	NOP14
-0.03	0.79	0.92	MFSD10
0.02	0.79	0.92	NA
0.02	0.79	0.92	NOA1
0.02	0.79	0.92	MATN3
-0.09	0.79	0.92	CPSF2
-0.02	0.79	0.92	DMWD
-0.03	0.79	0.92	C21H15orf40
-0.17	0.79	0.92	ANKRD63
0.04	0.79	0.92	SRBD1
0.04	0.79	0.92	GZMM
-0.03	0.79	0.92	ALOX5
-0.02	0.79	0.92	NA
0.03	0.79	0.92	GNG7
0.03	0.79	0.92	NA
0.07	0.79	0.92	ZNF75A
0.02	0.79	0.92	GPR174
0.11	0.79	0.92	ZNF341
0.02	0.79	0.92	PTBP2
0.02	0.79	0.92	RP9
-0.02	0.79	0.92	LRRC23
0.09	0.79	0.92	NA
0.03	0.79	0.92	MEGF9
0.07	0.79	0.92	FRAT1
0.07	0.79	0.92	NA
-0.06	0.79	0.92	SUCLG1
0.03	0.79	0.92	KIF1A
0.07	0.79	0.92	PAK1
0.02	0.79	0.92	NA
-0.08	0.79	0.92	TSC22D3
-0.02	0.79	0.92	C3H1orf123
-0.03	0.79	0.92	LPAR5
0.03	0.79	0.92	NA
-0.09	0.79	0.92	SIRT3
0.02	0.79	0.92	AGMAT
0.02	0.79	0.92	C7H19orf60
-0.04	0.79	0.92	UBA52
0.04	0.79	0.92	KXD1
-0.04	0.79	0.92	RHPN1
0.11	0.79	0.92	NA
-0.03	0.79	0.92	ARMC6
-0.05	0.79	0.92	RAB7B
0.03	0.79	0.92	NA
0.02	0.79	0.92	TEC
-0.04	0.79	0.92	CMAS
-0.06	0.79	0.92	KMT2A
-0.03	0.79	0.92	RNF2
-0.07	0.79	0.92	PSMB3
0.02	0.79	0.92	NA
0.02	0.79	0.92	ENTPD7
0.02	0.79	0.92	NA
0.05	0.79	0.92	SLCO2A1
0.04	0.79	0.92	UBN2
0.02	0.79	0.92	NA
-0.06	0.79	0.92	CTNNBL1
0.09	0.79	0.92	BRWD1
0.03	0.79	0.92	FGF2
-0.03	0.79	0.92	NA
-0.03	0.79	0.92	ASCC2
-0.02	0.79	0.92	LOC784147
0.03	0.79	0.92	RAB39A
-0.08	0.79	0.92	EDAR
-0.03	0.8	0.92	TMED7
-0.03	0.8	0.92	MON1A
-0.06	0.8	0.92	MTHFSD
0.03	0.8	0.92	NA
0.04	0.8	0.92	LIN7C
-0.02	0.8	0.92	ARHGAP18
0.02	0.8	0.92	NA
0.07	0.8	0.92	COX5A
-0.09	0.8	0.92	APH1B
-0.03	0.8	0.92	NA
0.1	0.8	0.92	LOC788175
-0.05	0.8	0.92	NA
0.12	0.8	0.92	NA
0.02	0.8	0.92	MIR2428
0.04	0.8	0.92	KIF21A
0.02	0.8	0.92	VMA21
0.08	0.8	0.92	IL27
0.02	0.8	0.92	SHD
-0.04	0.8	0.92	FAM71D
0.05	0.8	0.92	RAD50
0.03	0.8	0.92	TMEM240
-0.03	0.8	0.92	CLEC3B
0.04	0.8	0.92	PREPL
0.04	0.8	0.92	SMTN
0.04	0.8	0.92	SUPT20H
0.04	0.8	0.92	PLN
0.06	0.8	0.92	FIBIN
0.06	0.8	0.92	NA
0.02	0.8	0.92	LOXL2
-0.05	0.8	0.92	SIN3B
-0.03	0.8	0.92	DNAJC24
-0.07	0.8	0.92	TANK
-0.03	0.8	0.92	INF2
-0.08	0.8	0.92	NA
0.05	0.8	0.92	RAB38
0.03	0.8	0.92	YLPM1
-0.05	0.8	0.93	CHTF8
-0.02	0.8	0.93	SPCS2
0.08	0.8	0.93	DDX1
0.14	0.8	0.93	SREK1IP1
0.08	0.8	0.93	FAM173B
-0.09	0.8	0.93	LUC7L
0.02	0.8	0.93	EDNRA
-0.03	0.8	0.93	FAM207A
0.02	0.8	0.93	C7H19orf35
0.04	0.8	0.93	TTC22
0.04	0.8	0.93	CD1B
-0.05	0.8	0.93	NA
0.02	0.8	0.93	SLX4IP
0.02	0.8	0.93	LOC786512
-0.03	0.8	0.93	WDR77
-0.03	0.8	0.93	OVGP1
-0.04	0.8	0.93	C17H5orf52
0.02	0.8	0.93	NA
0.03	0.8	0.93	CLASRP
0.05	0.8	0.93	PFDN4
-0.03	0.8	0.93	NA
0.05	0.8	0.93	NME1
0.07	0.8	0.93	EPHA5
-0.12	0.8	0.93	NA
-0.13	0.8	0.93	TIGD3
0.02	0.8	0.93	NA
0.06	0.8	0.93	ZNF282
0.02	0.8	0.93	ZNF783
0.02	0.8	0.93	ZNF212
-0.05	0.8	0.93	ZNF398
-0.03	0.8	0.93	12:00 AM
0.02	0.8	0.93	NA
0.02	0.8	0.93	PCYT2
0.03	0.8	0.93	RAB8B
-0.03	0.8	0.93	CLIC5
0.1	0.8	0.93	S100A14
-0.06	0.8	0.93	SMAD6
0.09	0.8	0.93	MYO16
0.04	0.8	0.93	NA
0.02	0.8	0.93	SLC9A7
0.02	0.8	0.93	NA
0.02	0.8	0.93	NA
0.02	0.8	0.93	CPNE3
-0.03	0.8	0.93	C25H7orf43
-0.08	0.8	0.93	GAL3ST4
-0.04	0.8	0.93	TAF10
0.03	0.8	0.93	EFNA3
0.04	0.8	0.93	PALMD
-0.08	0.8	0.93	LRRC36
0.04	0.8	0.93	KNG1
0.08	0.8	0.93	PCYOX1
-0.05	0.8	0.93	S1PR4
0.04	0.8	0.93	R3HCC1
-0.05	0.8	0.93	MPLKIP
-0.07	0.8	0.93	TM9SF4
-0.01	0.8	0.93	OXCT1
-0.04	0.8	0.93	snoMe28S-Am982
-0.04	0.8	0.93	CSNK1G3
0.06	0.8	0.93	C15H11orf58
0.09	0.8	0.93	PI16
-0.06	0.8	0.93	RNMT
-0.11	0.8	0.93	LCP2
-0.13	0.8	0.93	RTTN
0.02	0.8	0.93	ESPNL
0.06	0.8	0.93	SCLY
0.02	0.8	0.93	NA
0.02	0.8	0.93	PPARGC1A
0.02	0.8	0.93	CASK
-0.05	0.8	0.93	TNPO1
0.07	0.8	0.93	NA
0.02	0.8	0.93	STIM1
0.02	0.8	0.93	IQCD
0.06	0.8	0.93	GHDC
0.02	0.8	0.93	NA
0.03	0.8	0.93	LOC100300896
-0.03	0.81	0.93	SV2A
0.06	0.81	0.93	FCER1G
0.06	0.81	0.93	NDUFS2
0.07	0.81	0.93	SPAG8
0.12	0.81	0.93	MRI1
0.02	0.81	0.93	NRIP3
-0.03	0.81	0.93	RPIA
-0.06	0.81	0.93	TAOK1
0.02	0.81	0.93	LBR
0.04	0.81	0.93	NA
-0.03	0.81	0.93	NA
-0.03	0.81	0.93	TNFSF14
-0.03	0.81	0.93	PAIP2B
0.05	0.81	0.93	ITGA6
-0.02	0.81	0.93	ATG4B
-0.02	0.81	0.93	TSSK2
0.05	0.81	0.93	NOCT
0.03	0.81	0.93	GTDC1
-0.07	0.81	0.93	PREP
-0.02	0.81	0.93	UBXN7
-0.02	0.81	0.93	BOLA-DQB
0.02	0.81	0.93	FAM69B
-0.08	0.81	0.93	SSR1
0.05	0.81	0.93	FHL2
-0.05	0.81	0.93	RAMP2
-0.06	0.81	0.93	SLC3A1
0.02	0.81	0.93	PCDHB11
-0.02	0.81	0.93	NA
0.04	0.81	0.93	HCLS1
0.07	0.81	0.93	GNAQ
-0.02	0.81	0.93	ZNF839
-0.02	0.81	0.93	MEFV
-0.03	0.81	0.93	NDUFA11
0.21	0.81	0.93	VPS50
-0.08	0.81	0.93	SPAM1
0.03	0.81	0.93	NFATC3
-0.05	0.81	0.93	NUP54
-0.04	0.81	0.93	RASSF8
-0.03	0.81	0.93	ITGB1
-0.07	0.81	0.93	FBXL17
-0.06	0.81	0.93	LOC789996
-0.04	0.81	0.93	NA
0.03	0.81	0.93	TESK1
-0.02	0.81	0.93	LPAR6
-0.08	0.81	0.93	LARP7
-0.03	0.81	0.93	SLC29A1
-0.02	0.81	0.93	LPCAT3
0.05	0.81	0.93	PGD
-0.03	0.81	0.93	NA
-0.02	0.81	0.93	FXYD3
0.05	0.81	0.93	ELMOD3
-0.02	0.81	0.93	SNW1
-0.01	0.81	0.93	EPT1
0.03	0.81	0.93	ZBTB39
0.03	0.81	0.93	LSS
-0.02	0.81	0.93	NA
0.03	0.81	0.93	EXOSC9
0.02	0.81	0.93	CNOT10
-0.06	0.81	0.93	OAZ2
0.05	0.81	0.93	CFDP2
-0.03	0.81	0.93	NA
0.11	0.81	0.93	FAM3B
0.13	0.81	0.93	VPS53
-0.03	0.81	0.93	EFHD1
-0.01	0.81	0.93	PVRIG
0.04	0.81	0.93	TUBA3E
0.02	0.81	0.93	THAP7
-0.06	0.81	0.93	CXADR
-0.03	0.81	0.93	CNIH1
-0.02	0.81	0.93	CENPI
0.02	0.81	0.93	ANKRD11
0.02	0.81	0.93	NA
0.02	0.81	0.93	TXLNB
0.02	0.81	0.93	DDX42
0.12	0.81	0.93	ZNF235
0.02	0.81	0.93	UFSP2
-0.05	0.81	0.93	HIVEP3
0.05	0.81	0.93	LOC539383
0.03	0.81	0.93	AMY2B
0.03	0.81	0.93	RNPC3
-0.06	0.81	0.93	RHBDD3
0.02	0.81	0.93	KBTBD6
0.03	0.81	0.93	SLCO3A1
0.02	0.81	0.93	LOC101909756
-0.11	0.81	0.93	EXO5
-0.11	0.81	0.93	CEP170
-0.01	0.81	0.93	OSBPL10
-0.02	0.81	0.93	LRRC59
0.02	0.81	0.93	ERF
-0.03	0.81	0.93	NA
0.03	0.81	0.93	TBC1D7
0.03	0.81	0.93	DCP2
0.03	0.81	0.93	RAD9B
0.03	0.81	0.93	EXOC3L2
0.04	0.81	0.93	C15H11orf74
0.03	0.81	0.93	BBS12
0.02	0.81	0.93	CYYR1
0.02	0.81	0.93	NFKBIZ
0.03	0.81	0.93	MEGF8
-0.03	0.81	0.93	MSL3
-0.05	0.81	0.93	LCA5
-0.03	0.81	0.93	UBE2L3
-0.04	0.81	0.93	ZNF410
0.03	0.81	0.93	NA
0.06	0.81	0.93	RAPGEF2
0.02	0.81	0.93	BAZ1A
0.05	0.81	0.93	BRAT1
-0.02	0.81	0.93	SCAF8
-0.03	0.81	0.93	DCAF4
0.03	0.81	0.93	PMM2
-0.03	0.81	0.93	GLB1L3
-0.02	0.81	0.93	LOC530973
-0.01	0.82	0.93	NA
-0.1	0.82	0.93	LARP1
-0.02	0.82	0.93	TSTA3
0.04	0.82	0.93	ZNF707
-0.19	0.82	0.93	LOC788724
0.04	0.82	0.93	LOC785734
0.03	0.82	0.93	NA
0.02	0.82	0.93	RPS16
-0.01	0.82	0.93	NA
0.02	0.82	0.93	CASP3
-0.05	0.82	0.93	SNRNP200
0.05	0.82	0.93	KLHL18
0.03	0.82	0.93	TSPYL2
0.14	0.82	0.93	HCST
0.02	0.82	0.93	SYTL3
0.04	0.82	0.93	ADM2
0.04	0.82	0.93	ZMYM5
0.07	0.82	0.93	NA
-0.02	0.82	0.93	NA
-0.09	0.82	0.93	AP1G1
-0.03	0.82	0.93	POLR2E
-0.05	0.82	0.93	CAV1
0.03	0.82	0.93	MYBPC2
-0.02	0.82	0.93	GSN
-0.01	0.82	0.93	TNS1
-0.02	0.82	0.93	NA
-0.08	0.82	0.93	NBR1
0.04	0.82	0.93	SLC2A4
0.12	0.82	0.93	PCDHA6
0.03	0.82	0.93	ATP1B1
-0.09	0.82	0.93	GPR65
0.09	0.82	0.93	KCTD1
-0.01	0.82	0.93	HTRA4
-0.03	0.82	0.93	B3GALT4
-0.04	0.82	0.93	RPS18
0.13	0.82	0.93	MRTO4
-0.05	0.82	0.93	DNAJC1
-0.04	0.82	0.93	PPARD
0.05	0.82	0.93	ZSWIM8
0.02	0.82	0.93	CNKSR3
-0.05	0.82	0.93	CD83
0.12	0.82	0.93	TMEM185B
-0.03	0.82	0.93	ATP6V1B2
-0.04	0.82	0.93	GMPPA
0.07	0.82	0.93	COL5A2
-0.08	0.82	0.93	PWP1
-0.02	0.82	0.93	FN3KRP
-0.02	0.82	0.93	5S_rRNA
0.02	0.82	0.93	MINA
-0.03	0.82	0.93	ARHGAP4
0.03	0.82	0.93	COL6A3
-0.03	0.82	0.93	PNMAL1
-0.03	0.82	0.94	FAM167A
0.05	0.82	0.94	BMP1
-0.02	0.82	0.94	NA
-0.03	0.82	0.94	MIRLET7D
0.02	0.82	0.94	PSMD3
0.07	0.82	0.94	PDGFD
0.01	0.82	0.94	LOC101903806
-0.02	0.82	0.94	TSPAN2
0.02	0.82	0.94	KIF16B
0.02	0.82	0.94	USP34
0.04	0.82	0.94	EIF3B
-0.08	0.82	0.94	CELF6
0.05	0.82	0.94	RPS4Y1
0.05	0.82	0.94	UQCC
0.05	0.82	0.94	ZNF449
0.04	0.82	0.94	CENPJ
-0.05	0.82	0.94	NA
-0.02	0.82	0.94	AFAP1
0.05	0.82	0.94	SNORD35
-0.03	0.82	0.94	DDX54
-0.05	0.82	0.94	ECH1
-0.04	0.82	0.94	LGALS4
